tanggal,namaBisnis,modal,pemasukan,pengeluaran,jamOperasional,jenisBisnis,status,keuntungan,kerugian,bisnisAddress,isDigital,hasWebsite,jenisBisnisEncoded,predicted_status,predicted_keuntungan,predicted_kerugian
2023-12-27,Bumi Perca,5416823,1515273,4564992,10,Fashion & Gaya Hidup,0,0,3901550,"Jl. Pelaku Usaha No. 4096, Bandung",0,0,2,1,-60022,104874
2023-12-27,Rupa Nusantara,14231550,21010981,1153281,9,Kerajinan & Produk Lokal,1,6779431,0,"Jl. Pelaku Usaha No. 4097, Medan",0,1,3,1,1862922,18006
2023-12-27,Sentra Loka,2080068,11320710,2469206,9,Kerajinan & Produk Lokal,1,9240642,0,"Jl. Pelaku Usaha No. 4098, Yogyakarta",0,0,3,1,2547826,26872
2023-12-27,Rupa Sejiwa,19739759,16205003,4896380,8,Kesehatan & Kecantikan,0,0,3534756,"Jl. Pelaku Usaha No. 4099, Semarang",0,1,4,0,-52633,90431
2023-12-27,Bumi Perca,3027728,9197232,2606957,9,Fashion & Gaya Hidup,1,6169504,0,"Jl. Pelaku Usaha No. 4100, Bandung",0,1,2,1,1702748,16251
2023-12-13,Warna Rasa,19350215,25342885,3771452,1,Kreatif & Desain,1,5992670,0,"Jl. Pelaku Usaha No. 4101, Makassar",1,0,5,0,1657270,15411
2023-12-13,Sambal Senja,12392627,11457894,1300316,8,F&B,0,0,934733,"Jl. Pelaku Usaha No. 4102, Semarang",0,0,1,1,-9264,11165
2023-12-13,Bentuk Cerita,19933440,16823391,3195553,6,Kreatif & Desain,0,0,3110049,"Jl. Pelaku Usaha No. 4103, Bandung",1,1,5,0,-46420,78256
2023-12-13,Belanja Pintar,1923596,534704,1252300,8,Retail & Toko Serba Ada,0,0,1388892,"Jl. Pelaku Usaha No. 4104, Jakarta",0,1,8,1,-18748,28675
2023-12-13,Laras Care,17013630,16302521,4285400,8,Kesehatan & Kecantikan,0,0,711109,"Jl. Pelaku Usaha No. 4105, Surabaya",0,0,4,0,-4306,3986
2023-12-13,Loka Bambu,14319883,20430691,3460760,9,Kerajinan & Produk Lokal,1,6110808,0,"Jl. Pelaku Usaha No. 4106, Makassar",0,0,3,1,1676787,15698
2023-12-13,Karya Warna,7442095,5673437,1383508,9,Kerajinan & Produk Lokal,0,0,1768658,"Jl. Pelaku Usaha No. 4107, Yogyakarta",0,1,3,1,-24321,40056
2023-12-13,Toko PastiAda,3785616,1858412,2239680,10,Retail & Toko Serba Ada,0,0,1927204,"Jl. Pelaku Usaha No. 4108, Surabaya",0,1,8,1,-27545,44467
2023-12-13,Lini Rupa,16351234,24064395,1595605,8,Fashion & Gaya Hidup,1,7713161,0,"Jl. Pelaku Usaha No. 4109, Surabaya",0,0,2,1,2115120,21214
2023-12-13,Langkah Loka,12578091,15183379,1902234,8,Travel & Pariwisata,1,2605288,0,"Jl. Pelaku Usaha No. 4110, Surabaya",0,1,9,0,677646,3215
2023-12-13,Lahan Asa,15629849,17928099,4089882,9,Properti & Kontraktor,1,2298250,0,"Jl. Pelaku Usaha No. 4111, Semarang",0,0,7,1,599311,2032
2023-12-13,Tata Griya,19270966,18360996,4494126,10,Properti & Kontraktor,0,0,909970,"Jl. Pelaku Usaha No. 4112, Medan",0,0,7,1,-8105,7678
2023-12-13,Bangun Cerita,3344843,8999782,4743563,11,Properti & Kontraktor,1,5654939,0,"Jl. Pelaku Usaha No. 4113, Yogyakarta",0,1,7,1,1554661,14312
2023-12-13,Sambal Senja,18990015,24132463,2207618,11,F&B,1,5142448,0,"Jl. Pelaku Usaha No. 4114, Medan",0,1,1,1,1402339,12184
2023-12-13,Langgananku,16117689,25253388,4546759,9,Retail & Toko Serba Ada,1,9135699,0,"Jl. Pelaku Usaha No. 4115, Semarang",0,1,8,1,2518262,26163
2023-12-13,Jejak Digital,4215278,5119356,1301555,11,Digital & Teknologi,1,904078,0,"Jl. Pelaku Usaha No. 4116, Medan",1,0,0,1,209290,676
2023-12-13,Kelas Rakyat,7045469,13437906,3704582,19,Pendidikan & Pelatihan,1,6392437,0,"Jl. Pelaku Usaha No. 4117, Bandung",0,1,6,0,1741697,16688
2023-12-13,Sambal Senja,5350616,3145616,4036133,11,F&B,0,0,2205000,"Jl. Pelaku Usaha No. 4118, Medan",0,1,1,1,-31833,52213
2023-12-13,Rancak Raya,12095544,18000114,3522374,9,Fashion & Gaya Hidup,1,5904570,0,"Jl. Pelaku Usaha No. 4119, Jakarta",0,0,2,1,1624041,15037
2023-12-13,Toko PastiAda,8312949,3946885,4572335,10,Retail & Toko Serba Ada,0,0,4366064,"Jl. Pelaku Usaha No. 4120, Makassar",0,0,8,1,-67952,118733
2023-12-13,Langit Busana,16156273,13901514,2534745,9,Fashion & Gaya Hidup,0,0,2254759,"Jl. Pelaku Usaha No. 4121, Surabaya",0,1,2,1,-31666,52788
2023-12-13,Rasa Pagi,2659507,3969722,4277162,12,F&B,1,1310215,0,"Jl. Pelaku Usaha No. 4122, Makassar",0,0,1,1,330750,1042
2023-12-13,Langkah Cerah,12970090,18349124,3637507,8,Pendidikan & Pelatihan,1,5379034,0,"Jl. Pelaku Usaha No. 4123, Makassar",0,0,6,1,1475747,13042
2023-12-13,IdeLokal,2377060,7205379,1876884,11,Kreatif & Desain,1,4828319,0,"Jl. Pelaku Usaha No. 4124, Bandung",1,1,5,1,1309000,11877
2023-12-13,Jalan Jelajah,8771754,17472772,703492,10,Travel & Pariwisata,1,8701018,0,"Jl. Pelaku Usaha No. 4125, Makassar",0,1,9,0,2388380,24652
2023-12-13,IdeLokal,5665134,13244390,2437341,11,Kreatif & Desain,1,7579256,0,"Jl. Pelaku Usaha No. 4126, Yogyakarta",1,1,5,1,2093200,21184
2023-12-13,IdeLokal,7553555,13451335,555946,3,Kreatif & Desain,1,5897780,0,"Jl. Pelaku Usaha No. 4127, Yogyakarta",1,0,5,0,1624502,15187
2023-12-13,Laras Care,19372642,19867243,3034794,8,Kesehatan & Kecantikan,1,494601,0,"Jl. Pelaku Usaha No. 4128, Jakarta",0,1,4,0,109010,257
2023-12-13,Dapur Loka,8962409,17568893,3858587,9,F&B,1,8606484,0,"Jl. Pelaku Usaha No. 4129, Yogyakarta",0,1,1,1,2383011,24643
2023-12-13,Bentuk Cerita,9439847,12467456,3077449,15,Kreatif & Desain,1,3027609,0,"Jl. Pelaku Usaha No. 4130, Jakarta",1,0,5,0,796795,4834
2023-12-13,Sambal Senja,11718535,19395906,3009110,12,F&B,1,7677371,0,"Jl. Pelaku Usaha No. 4131, Semarang",0,1,1,1,2115639,21257
2023-12-13,Lini Rupa,14908117,16618062,3410196,8,Fashion & Gaya Hidup,1,1709945,0,"Jl. Pelaku Usaha No. 4132, Medan",0,0,2,1,440796,1424
2023-12-13,Dapur Loka,13159389,21697557,1109941,9,F&B,1,8538168,0,"Jl. Pelaku Usaha No. 4133, Surabaya",0,0,1,1,2343307,24157
2023-12-13,Lahan Asa,10344563,17779363,3083454,10,Properti & Kontraktor,1,7434800,0,"Jl. Pelaku Usaha No. 4134, Yogyakarta",0,1,7,1,2046858,20334
2023-12-13,Tata Griya,3175010,9448141,1001158,10,Properti & Kontraktor,1,6273131,0,"Jl. Pelaku Usaha No. 4135, Surabaya",0,1,7,1,1718015,16408
2023-12-13,Bumi Perca,8221657,14450895,1987769,9,Fashion & Gaya Hidup,1,6229238,0,"Jl. Pelaku Usaha No. 4136, Semarang",0,1,2,1,1714621,16312
2023-12-13,Loka Bambu,18327835,18275536,1287856,10,Kerajinan & Produk Lokal,0,0,52299,"Jl. Pelaku Usaha No. 4137, Medan",0,1,3,1,23220,52
2023-12-13,Bentuk Cerita,11180028,14664207,4260614,7,Kreatif & Desain,1,3484179,0,"Jl. Pelaku Usaha No. 4138, Jakarta",1,1,5,1,935889,7136
2023-12-13,Belanja Pintar,6708499,9577205,2464900,9,Retail & Toko Serba Ada,1,2868706,0,"Jl. Pelaku Usaha No. 4139, Jakarta",0,1,8,1,758792,4293
2023-12-13,NusaCloud,1935808,-18128,3109528,4,Digital & Teknologi,0,0,1953936,"Jl. Pelaku Usaha No. 4140, Medan",1,1,0,1,-28815,45873
2023-12-13,Bentuk Cerita,16784265,12394887,3837359,14,Kreatif & Desain,0,0,4389378,"Jl. Pelaku Usaha No. 4141, Jakarta",1,1,5,0,-67796,119177
2023-12-13,Rancak Raya,9896376,9056257,1169907,9,Fashion & Gaya Hidup,0,0,840119,"Jl. Pelaku Usaha No. 4142, Jakarta",0,0,2,1,-7684,8517
2023-12-13,Lahan Asa,17597670,19848261,3017477,12,Properti & Kontraktor,1,2250591,0,"Jl. Pelaku Usaha No. 4143, Bandung",0,1,7,1,574845,1967
2023-12-13,Rupa Sejiwa,19052500,19122767,4028967,10,Kesehatan & Kecantikan,1,70267,0,"Jl. Pelaku Usaha No. 4144, Medan",0,0,4,0,42994,96
2023-12-13,Studio Karsa,8646654,15021503,1760444,1,Kreatif & Desain,1,6374849,0,"Jl. Pelaku Usaha No. 4145, Jakarta",1,1,5,0,1760243,17266
2023-12-13,Jajan Jadoel,7419591,4954046,4897991,11,F&B,0,0,2465545,"Jl. Pelaku Usaha No. 4146, Jakarta",0,1,1,1,-36022,59302
2023-12-13,Pelita Cita,12447936,15834260,932883,1,Pendidikan & Pelatihan,1,3386324,0,"Jl. Pelaku Usaha No. 4147, Bandung",0,1,6,0,909224,6135
2023-12-13,Rancak Raya,10529501,9882677,3770257,10,Fashion & Gaya Hidup,0,0,646824,"Jl. Pelaku Usaha No. 4148, Jakarta",0,1,2,1,-4238,3934
2023-12-13,Mitra Langit,15953269,18144568,956985,10,Travel & Pariwisata,1,2191299,0,"Jl. Pelaku Usaha No. 4149, Semarang",0,1,9,0,553399,1877
2023-12-13,Harga Loka,10926809,11314062,2253627,10,Retail & Toko Serba Ada,1,387253,0,"Jl. Pelaku Usaha No. 4150, Jakarta",0,0,8,1,91865,205
2023-12-13,Data Cerah,7548830,16715495,683611,18,Digital & Teknologi,1,9166665,0,"Jl. Pelaku Usaha No. 4151, Yogyakarta",1,0,0,1,2511905,26511
2023-12-13,RumaRaya,2669780,-1867486,4970947,8,Retail & Toko Serba Ada,0,0,4537266,"Jl. Pelaku Usaha No. 4152, Medan",0,1,8,1,-70960,125602
2023-12-13,NusaTrip,7982809,15615914,4474204,9,Travel & Pariwisata,1,7633105,0,"Jl. Pelaku Usaha No. 4153, Bandung",0,0,9,0,2098466,21048
2023-12-13,Tata Griya,18807299,16299580,4037606,11,Properti & Kontraktor,0,0,2507719,"Jl. Pelaku Usaha No. 4154, Medan",0,1,7,1,-36035,58277
2023-12-13,Tata Griya,12711154,21044493,2417830,9,Properti & Kontraktor,1,8333339,0,"Jl. Pelaku Usaha No. 4155, Semarang",0,1,7,1,2293359,23401
2023-12-13,Data Cerah,7214274,10208489,1499461,15,Digital & Teknologi,1,2994215,0,"Jl. Pelaku Usaha No. 4156, Bandung",1,1,0,1,795674,5559
2023-12-13,NusaCloud,19615920,21511422,1317606,14,Digital & Teknologi,1,1895502,0,"Jl. Pelaku Usaha No. 4157, Medan",1,1,0,1,473130,1793
2023-12-13,Belanja Pintar,3395118,5281654,4237201,9,Retail & Toko Serba Ada,1,1886536,0,"Jl. Pelaku Usaha No. 4158, Yogyakarta",0,1,8,1,481522,1643
2023-12-13,Loka Bambu,11602129,13023141,4656300,11,Kerajinan & Produk Lokal,1,1421012,0,"Jl. Pelaku Usaha No. 4159, Medan",0,1,3,0,354946,1144
2023-12-13,Langkah Loka,3517295,10411765,1469289,10,Travel & Pariwisata,1,6894470,0,"Jl. Pelaku Usaha No. 4160, Jakarta",0,0,9,0,1885577,18464
2023-12-13,Loka Bambu,14047328,22910005,2546867,8,Kerajinan & Produk Lokal,1,8862677,0,"Jl. Pelaku Usaha No. 4161, Jakarta",0,1,3,0,2445574,25334
2023-12-13,IdeLokal,2919446,6533481,4085004,9,Kreatif & Desain,1,3614035,0,"Jl. Pelaku Usaha No. 4162, Bandung",1,0,5,1,974295,7187
2023-12-13,Rancak Raya,14289954,22320390,4305222,10,Fashion & Gaya Hidup,1,8030436,0,"Jl. Pelaku Usaha No. 4163, Bandung",0,1,2,1,2218127,22479
2023-12-13,Langgananku,1280910,-1209035,3895040,10,Retail & Toko Serba Ada,0,0,2489945,"Jl. Pelaku Usaha No. 4164, Jakarta",0,0,8,1,-36165,59725
2023-12-13,Toko PastiAda,13358272,17194641,4447539,9,Retail & Toko Serba Ada,1,3836369,0,"Jl. Pelaku Usaha No. 4165, Bandung",0,0,8,1,1036916,7418
2023-12-13,Kelas Rakyat,7226019,5440143,3077901,20,Pendidikan & Pelatihan,0,0,1785876,"Jl. Pelaku Usaha No. 4166, Jakarta",0,1,6,0,-25162,38460
2023-12-13,BitNusa,5066996,3914207,2113953,5,Digital & Teknologi,0,0,1152789,"Jl. Pelaku Usaha No. 4167, Medan",1,1,0,1,-16176,20996
2023-12-13,Sambal Senja,6437509,9584703,4265674,12,F&B,1,3147194,0,"Jl. Pelaku Usaha No. 4168, Jakarta",0,0,1,1,852651,5192
2023-12-13,IdeLokal,18695114,13927356,2077292,13,Kreatif & Desain,0,0,4767758,"Jl. Pelaku Usaha No. 4169, Bandung",1,0,5,0,-77136,134535
2023-12-13,Data Cerah,4102584,13659391,3176640,11,Digital & Teknologi,1,9556807,0,"Jl. Pelaku Usaha No. 4170, Makassar",1,1,0,1,2652610,28214
2023-12-13,Kriya Kita,17035517,22570325,2539265,9,Kerajinan & Produk Lokal,1,5534808,0,"Jl. Pelaku Usaha No. 4171, Jakarta",0,1,3,1,1514316,13617
2023-12-13,Rancang Sejahtera,10652490,14960560,4105191,10,Properti & Kontraktor,1,4308070,0,"Jl. Pelaku Usaha No. 4172, Makassar",0,0,7,1,1169859,9187
2023-12-13,Klinik Asa,19413503,21254947,2296048,10,Kesehatan & Kecantikan,1,1841444,0,"Jl. Pelaku Usaha No. 4173, Makassar",0,0,4,0,467333,1511
2023-12-13,Bentuk Cerita,1759061,2270044,1556816,1,Kreatif & Desain,1,510983,0,"Jl. Pelaku Usaha No. 4174, Semarang",1,0,5,0,126320,419
2023-12-13,Studio Karsa,15735028,10754169,4555855,9,Kreatif & Desain,0,0,4980859,"Jl. Pelaku Usaha No. 4175, Jakarta",1,1,5,1,-80773,140204
2023-12-13,Langgananku,19418989,22670411,1446990,10,Retail & Toko Serba Ada,1,3251422,0,"Jl. Pelaku Usaha No. 4176, Medan",0,1,8,1,856673,5224
2023-12-13,Sehat Sentosa,17796513,14795318,3429600,9,Kesehatan & Kecantikan,0,0,3001195,"Jl. Pelaku Usaha No. 4177, Bandung",0,0,4,1,-43989,74386
2023-12-13,Asa Cendekia,6335304,10806211,2713425,13,Pendidikan & Pelatihan,1,4470907,0,"Jl. Pelaku Usaha No. 4178, Yogyakarta",0,0,6,1,1211166,9796
2023-12-13,Laras Care,9361324,7189958,2231340,8,Kesehatan & Kecantikan,0,0,2171366,"Jl. Pelaku Usaha No. 4179, Bandung",0,0,4,0,-29950,49903
2023-12-13,Lahan Asa,13788659,12892531,807149,8,Properti & Kontraktor,0,0,896128,"Jl. Pelaku Usaha No. 4180, Yogyakarta",0,1,7,1,-9630,10989
2023-12-13,Sambal Senja,14288584,15287827,4002525,9,F&B,1,999243,0,"Jl. Pelaku Usaha No. 4181, Bandung",0,1,1,1,240516,728
2023-12-13,Jajan Jadoel,13625270,11530169,3873480,8,F&B,0,0,2095101,"Jl. Pelaku Usaha No. 4182, Semarang",0,1,1,1,-29322,47215
2023-12-13,Rancak Raya,16576547,15376183,3737542,8,Fashion & Gaya Hidup,0,0,1200364,"Jl. Pelaku Usaha No. 4183, Medan",0,1,2,1,-14506,18149
2023-12-13,NusaTrip,6939976,6828183,2749504,8,Travel & Pariwisata,0,0,111793,"Jl. Pelaku Usaha No. 4184, Makassar",0,1,9,0,12257,44
2023-12-13,Studio Karsa,7637243,10876212,2707205,2,Kreatif & Desain,1,3238969,0,"Jl. Pelaku Usaha No. 4185, Bandung",1,0,5,0,875273,5807
2023-12-13,Data Cerah,17301604,21647865,973832,17,Digital & Teknologi,1,4346261,0,"Jl. Pelaku Usaha No. 4186, Makassar",1,1,0,1,1163925,9876
2023-12-13,Rumah Kita,18209262,25439431,3053193,11,Properti & Kontraktor,1,7230169,0,"Jl. Pelaku Usaha No. 4187, Medan",0,1,7,1,1982409,19411
2023-12-13,Pelita Cita,13265250,10758282,3517514,2,Pendidikan & Pelatihan,0,0,2506968,"Jl. Pelaku Usaha No. 4188, Makassar",0,1,6,0,-36166,60265
2023-12-13,Koding Karya,14709889,15100867,2103673,1,Digital & Teknologi,1,390978,0,"Jl. Pelaku Usaha No. 4189, Surabaya",1,1,0,0,92391,344
2023-12-13,Rancak Raya,18021138,20992387,4611257,8,Fashion & Gaya Hidup,1,2971249,0,"Jl. Pelaku Usaha No. 4190, Surabaya",0,1,2,1,797058,4581
2023-12-13,Tamasya Cerah,19735230,22059489,4348098,8,Travel & Pariwisata,1,2324259,0,"Jl. Pelaku Usaha No. 4191, Jakarta",0,1,9,0,595217,2194
2023-12-13,Jajan Jadoel,15601763,24768359,3427983,8,F&B,1,9166596,0,"Jl. Pelaku Usaha No. 4192, Bandung",0,1,1,1,2533493,26435
2023-12-13,Rupa Sejiwa,6124696,3052259,4292238,10,Kesehatan & Kecantikan,0,0,3072437,"Jl. Pelaku Usaha No. 4193, Medan",0,1,4,0,-46103,79064
2023-12-13,Bentuk Cerita,19170534,15562822,569372,16,Kreatif & Desain,0,0,3607712,"Jl. Pelaku Usaha No. 4194, Medan",1,1,5,0,-53957,96068
2023-12-13,Hijab Pelita,13415887,10178458,3299892,10,Fashion & Gaya Hidup,0,0,3237429,"Jl. Pelaku Usaha No. 4195, Semarang",0,1,2,1,-48037,83899
2023-12-13,Harga Loka,11710015,10937715,1761480,9,Retail & Toko Serba Ada,0,0,772300,"Jl. Pelaku Usaha No. 4196, Bandung",0,1,8,1,-7038,6728
2023-12-13,Laras Care,18256003,17784333,3693067,10,Kesehatan & Kecantikan,0,0,471670,"Jl. Pelaku Usaha No. 4197, Semarang",0,0,4,0,-2098,1989
2023-12-13,Kriya Kita,14136767,20701902,3570750,10,Kerajinan & Produk Lokal,1,6565135,0,"Jl. Pelaku Usaha No. 4198, Semarang",0,1,3,1,1809213,17329
2023-12-13,Citra Akar,9591822,7678457,2691142,12,Kreatif & Desain,0,0,1913365,"Jl. Pelaku Usaha No. 4199, Makassar",1,1,5,0,-27730,42398
2023-12-13,Asa Cendekia,11906156,20239366,915200,9,Pendidikan & Pelatihan,1,8333210,0,"Jl. Pelaku Usaha No. 4200, Surabaya",0,1,6,1,2290317,23393
2023-11-29,Lini Rupa,17911039,21714402,3978743,8,Fashion & Gaya Hidup,1,3803363,0,"Jl. Pelaku Usaha No. 4201, Makassar",0,0,2,1,1034107,7382
2023-11-29,Data Cerah,7410548,7689031,1398444,6,Digital & Teknologi,1,278483,0,"Jl. Pelaku Usaha No. 4202, Medan",1,0,0,1,74198,259
2023-11-29,Koding Karya,3824721,6996199,4185915,18,Digital & Teknologi,1,3171478,0,"Jl. Pelaku Usaha No. 4203, Medan",1,1,0,1,853280,6190
2023-11-29,Langgananku,8117187,16619219,4039405,8,Retail & Toko Serba Ada,1,8502032,0,"Jl. Pelaku Usaha No. 4204, Surabaya",0,1,8,1,2349321,24150
2023-11-29,Bumi Perca,15906660,20418088,607944,10,Fashion & Gaya Hidup,1,4511428,0,"Jl. Pelaku Usaha No. 4205, Makassar",0,0,2,1,1224642,9826
2023-11-29,Langgananku,10542287,7382414,3628563,8,Retail & Toko Serba Ada,0,0,3159873,"Jl. Pelaku Usaha No. 4206, Semarang",0,1,8,1,-47276,81072
2023-11-29,Bangun Cerita,14433959,13783520,1076450,11,Properti & Kontraktor,0,0,650439,"Jl. Pelaku Usaha No. 4207, Jakarta",0,1,7,1,-4217,3922
2023-11-29,Laras Care,13705306,20548998,3005658,8,Kesehatan & Kecantikan,1,6843692,0,"Jl. Pelaku Usaha No. 4208, Makassar",0,0,4,0,1878860,18249
2023-11-29,Harga Loka,19132085,21461710,3808789,9,Retail & Toko Serba Ada,1,2329625,0,"Jl. Pelaku Usaha No. 4209, Yogyakarta",0,0,8,1,603974,2041
2023-11-29,Pelita Cita,16713098,13888636,3882641,5,Pendidikan & Pelatihan,0,0,2824462,"Jl. Pelaku Usaha No. 4210, Bandung",0,0,6,1,-40600,68157
2023-11-29,Karya Warna,4931986,10106142,2262581,12,Kerajinan & Produk Lokal,1,5174156,0,"Jl. Pelaku Usaha No. 4211, Jakarta",0,0,3,0,1412809,12472
2023-11-29,Bangun Cerita,17430336,26260800,4736108,11,Properti & Kontraktor,1,8830464,0,"Jl. Pelaku Usaha No. 4212, Surabaya",0,1,7,1,2430791,25064
2023-11-29,IdeLokal,18869687,23628312,1589944,5,Kreatif & Desain,1,4758625,0,"Jl. Pelaku Usaha No. 4213, Bandung",1,0,5,0,1287933,10877
2023-11-29,Langit Busana,18000616,25096319,663922,9,Fashion & Gaya Hidup,1,7095703,0,"Jl. Pelaku Usaha No. 4214, Makassar",0,0,2,1,1938310,18973
2023-11-29,Tata Griya,10612249,17977959,1538634,12,Properti & Kontraktor,1,7365710,0,"Jl. Pelaku Usaha No. 4215, Bandung",0,0,7,1,2009841,19948
2023-11-29,Sehat Sentosa,7884366,16808356,906899,9,Kesehatan & Kecantikan,1,8923990,0,"Jl. Pelaku Usaha No. 4216, Surabaya",0,0,4,1,2449886,25548
2023-11-29,Asa Cendekia,6583243,15074175,2155207,19,Pendidikan & Pelatihan,1,8490932,0,"Jl. Pelaku Usaha No. 4217, Surabaya",0,0,6,0,2313674,23890
2023-11-29,CantikNusa,16583983,23218077,4844998,8,Kesehatan & Kecantikan,1,6634094,0,"Jl. Pelaku Usaha No. 4218, Makassar",0,1,4,0,1832597,17569
2023-11-29,Rumah Kita,6219958,8830625,1668586,8,Properti & Kontraktor,1,2610667,0,"Jl. Pelaku Usaha No. 4219, Makassar",0,0,7,1,693983,3119
2023-11-29,NusaCloud,6883630,8814226,3408279,2,Digital & Teknologi,1,1930596,0,"Jl. Pelaku Usaha No. 4220, Makassar",1,1,0,1,503833,2556
2023-11-29,Lahan Asa,10461059,8946945,3292611,11,Properti & Kontraktor,0,0,1514114,"Jl. Pelaku Usaha No. 4221, Semarang",0,1,7,1,-20361,29098
2023-11-29,Jajan Jadoel,12909995,9434672,4890005,10,F&B,0,0,3475323,"Jl. Pelaku Usaha No. 4222, Bandung",0,1,1,1,-52082,90288
2023-11-29,Harga Loka,6118464,2207282,4963418,10,Retail & Toko Serba Ada,0,0,3911182,"Jl. Pelaku Usaha No. 4223, Surabaya",0,1,8,1,-60075,104648
2023-11-29,Lahan Asa,16260813,12941667,2796738,12,Properti & Kontraktor,0,0,3319146,"Jl. Pelaku Usaha No. 4224, Yogyakarta",0,1,7,1,-49384,85672
2023-11-29,Bentuk Cerita,14373368,14474636,2405740,14,Kreatif & Desain,1,101268,0,"Jl. Pelaku Usaha No. 4225, Makassar",1,1,5,0,38397,173
2023-11-29,Toko PastiAda,19892607,20818895,2217601,10,Retail & Toko Serba Ada,1,926288,0,"Jl. Pelaku Usaha No. 4226, Jakarta",0,1,8,1,204512,569
2023-11-29,Warna Rasa,19512279,18826054,2167313,4,Kreatif & Desain,0,0,686225,"Jl. Pelaku Usaha No. 4227, Jakarta",1,1,5,0,-6336,5920
2023-11-29,Tamasya Cerah,10716521,19763815,4233481,10,Travel & Pariwisata,1,9047294,0,"Jl. Pelaku Usaha No. 4228, Jakarta",0,0,9,0,2484793,25883
2023-11-29,Warna Rasa,8016414,15146344,1945084,6,Kreatif & Desain,1,7129930,0,"Jl. Pelaku Usaha No. 4229, Surabaya",1,1,5,0,1971271,19687
2023-11-29,BitNusa,18177577,17064469,570572,14,Digital & Teknologi,0,0,1113108,"Jl. Pelaku Usaha No. 4230, Bandung",1,0,0,1,-15913,17930
2023-11-29,Rupa Nusantara,9181048,18789437,1338694,10,Kerajinan & Produk Lokal,1,9608389,0,"Jl. Pelaku Usaha No. 4231, Jakarta",0,1,3,1,2647762,27974
2023-11-29,Data Cerah,10966267,16505491,3650107,11,Digital & Teknologi,1,5539224,0,"Jl. Pelaku Usaha No. 4232, Makassar",1,1,0,1,1516623,14299
2023-11-29,Toko PastiAda,14671610,22908257,4687102,10,Retail & Toko Serba Ada,1,8236647,0,"Jl. Pelaku Usaha No. 4233, Medan",0,1,8,1,2269277,23053
2023-11-29,Karya Warna,15029957,16855760,3493913,8,Kerajinan & Produk Lokal,1,1825803,0,"Jl. Pelaku Usaha No. 4234, Surabaya",0,1,3,0,467578,1558
2023-11-29,Jajan Jadoel,11157687,17420610,3716161,12,F&B,1,6262923,0,"Jl. Pelaku Usaha No. 4235, Semarang",0,1,1,1,1723968,16377
2023-11-29,Rancang Sejahtera,18713326,19297289,510784,9,Properti & Kontraktor,1,583963,0,"Jl. Pelaku Usaha No. 4236, Yogyakarta",0,1,7,1,121806,298
2023-11-29,Sehat Sentosa,15072586,19428646,2112622,9,Kesehatan & Kecantikan,1,4356060,0,"Jl. Pelaku Usaha No. 4237, Semarang",0,1,4,1,1183339,9402
2023-11-29,Lahan Asa,13523710,21180748,1951402,10,Properti & Kontraktor,1,7657038,0,"Jl. Pelaku Usaha No. 4238, Bandung",0,1,7,1,2102370,20992
2023-11-29,Langgananku,5471211,12065843,3279270,9,Retail & Toko Serba Ada,1,6594632,0,"Jl. Pelaku Usaha No. 4239, Jakarta",0,1,8,1,1816966,17534
2023-11-29,Pelita Cita,9396834,11546744,2669692,8,Pendidikan & Pelatihan,1,2149910,0,"Jl. Pelaku Usaha No. 4240, Surabaya",0,0,6,1,562633,1893
2023-11-29,Kelas Rakyat,6847444,2267864,4156644,3,Pendidikan & Pelatihan,0,0,4579580,"Jl. Pelaku Usaha No. 4241, Semarang",0,1,6,1,-70942,127114
2023-11-29,Rancak Raya,13806574,16886930,2795523,10,Fashion & Gaya Hidup,1,3080356,0,"Jl. Pelaku Usaha No. 4242, Yogyakarta",0,1,2,1,824536,5000
2023-11-29,Bimbingan Cerita,17537875,24030395,4130741,11,Pendidikan & Pelatihan,1,6492520,0,"Jl. Pelaku Usaha No. 4243, Medan",0,1,6,1,1781793,16927
2023-11-29,Langkah Loka,1582272,9641206,3392885,10,Travel & Pariwisata,1,8058934,0,"Jl. Pelaku Usaha No. 4244, Surabaya",0,1,9,0,2224678,22683
2023-11-29,Sentra Loka,19705347,27146506,1732673,11,Kerajinan & Produk Lokal,1,7441159,0,"Jl. Pelaku Usaha No. 4245, Bandung",0,0,3,0,2030977,20112
2023-11-29,Sambal Senja,2070133,7842082,1538075,12,F&B,1,5771949,0,"Jl. Pelaku Usaha No. 4246, Makassar",0,0,1,1,1579759,14730
2023-11-29,Pelita Cita,11779825,19959473,3633746,8,Pendidikan & Pelatihan,1,8179648,0,"Jl. Pelaku Usaha No. 4247, Medan",0,1,6,1,2258434,22973
2023-11-29,Rupa Sejiwa,10788557,14663693,3070641,9,Kesehatan & Kecantikan,1,3875136,0,"Jl. Pelaku Usaha No. 4248, Jakarta",0,0,4,1,1052171,7676
2023-11-29,Rupa Nusantara,6479207,12069157,1576210,9,Kerajinan & Produk Lokal,1,5589950,0,"Jl. Pelaku Usaha No. 4249, Medan",0,0,3,1,1532241,13960
2023-11-29,Laras Care,7946378,3477571,4344052,9,Kesehatan & Kecantikan,0,0,4468807,"Jl. Pelaku Usaha No. 4250, Jakarta",0,0,4,1,-69659,122840
2023-11-29,Warna Rasa,18896324,18362720,1856970,10,Kreatif & Desain,0,0,533604,"Jl. Pelaku Usaha No. 4251, Jakarta",1,0,5,1,-3726,3456
